Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Frequently,715,Sales,2,Masters,Other,Very high,Male,54,High,Junior,Sales Executive,Low,Single,5332,21602,7,No,13,Excellent,Outstanding,0,10,3,Better,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,Masters,Life Sciences,High,Female,76,High,Junior,Manufacturing Director,High,Married,4663,12421,9,Yes,12,Excellent,Good,2,7,2,Better,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,Masters,Life Sciences,High,Male,42,Very high,Junior,Manufacturing Director,Very high,Divorced,4724,17000,1,No,13,Excellent,Poor,1,9,3,Better,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,Masters,Life Sciences,High,Female,84,High,Fresher,Laboratory Technician,Low,Married,3211,22102,1,No,14,Excellent,Outstanding,1,10,3,Good,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,PhD,Medical,Medium,Male,76,High,Junior,Manufacturing Director,Low,Married,5377,3835,2,No,13,Excellent,Outstanding,3,10,3,Better,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,Bachelors,Other,Very high,Male,67,Medium,Fresher,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Excellent,Poor,2,7,3,Better,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,PhD,Life Sciences,Medium,Male,48,Very high,Junior,Research Scientist,Low,Married,5208,26312,1,No,11,Excellent,Outstanding,0,16,2,Better,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,Bachelors,Medical,Medium,Female,39,Low,Junior,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Outstanding,Good,1,6,5,Good,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,Schooling,Medical,High,Male,97,High,Fresher,Research Scientist,Very high,Single,3117,26009,1,No,18,Excellent,Excellent,0,3,2,Better,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,Intermediate,Medical,Medium,Female,70,High,Fresher,Sales Representative,Very high,Single,1569,18420,1,Yes,12,Excellent,Excellent,0,0,2,Best,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,Masters,Life Sciences,Very high,Female,98,High,Manager,Manager,High,Married,19658,5220,3,No,11,Excellent,Excellent,1,27,2,Better,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,Intermediate,Medical,High,Male,76,Medium,Junior,Laboratory Technician,High,Divorced,3069,10302,0,No,15,Excellent,Outstanding,1,11,3,Better,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,Bachelors,Life Sciences,Low,Female,80,Medium,Senior,Manufacturing Director,High,Married,10435,25800,1,No,13,Excellent,Outstanding,2,18,2,Better,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,Masters,Life Sciences,High,Female,52,High,Junior,Healthcare Representative,High,Married,4148,12250,1,No,12,Excellent,Outstanding,1,15,5,Better,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,Bachelors,Life Sciences,High,Male,85,High,Junior,Manufacturing Director,High,Married,5768,26493,3,No,17,Excellent,Poor,3,9,2,Good,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,Bachelors,Medical,Low,Female,81,High,Junior,Manufacturing Director,High,Single,5042,3140,0,No,13,Excellent,Outstanding,0,10,2,Poor,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,Intermediate,Other,Very high,Female,59,Medium,Junior,Manufacturing Director,Very high,Divorced,5770,5388,1,No,19,Excellent,Poor,2,10,3,Better,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,Intermediate,Medical,Very high,Female,54,Medium,Senior,Manufacturing Director,High,Married,7756,14199,3,Yes,19,Excellent,Outstanding,1,10,6,Best,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,Bachelors,Medical,Very high,Male,55,Medium,Senior,Sales Executive,Low,Married,10306,21530,9,No,17,Excellent,Excellent,0,15,3,Better,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,Bachelors,Medical,Medium,Female,71,High,Fresher,Research Scientist,Medium,Married,3936,9953,1,No,11,Excellent,Poor,1,8,2,Poor,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,Bachelors,Life Sciences,High,Female,84,High,Senior,Manufacturing Director,Very high,Single,7945,19948,6,Yes,15,Excellent,Outstanding,0,18,2,Good,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,PhD,Human Resources,Low,Male,37,High,Junior,Human Resources,Very high,Married,5743,10503,4,Yes,11,Excellent,Excellent,0,14,3,Better,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,PhD,Medical,High,Male,89,Medium,Team Lead,Manager,Very high,Married,15202,5602,2,No,25,Outstanding,Good,1,23,3,Better,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,Intermediate,Medical,Low,Male,59,Low,Junior,Sales Executive,Very high,Divorced,5440,22098,6,Yes,14,Excellent,Outstanding,2,7,2,Good,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,Schooling,Technical Degree,Low,Female,32,High,Fresher,Research Scientist,Very high,Single,3760,17218,1,Yes,13,Excellent,Excellent,0,6,2,Better,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,Bachelors,Medical,Medium,Female,86,Very high,Fresher,Research Scientist,High,Married,3517,22490,7,No,17,Excellent,Poor,0,5,0,Better,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,Bachelors,Medical,Very high,Male,87,High,Fresher,Research Scientist,Very high,Single,2580,6297,2,No,13,Excellent,Excellent,0,6,0,Good,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelors,Life Sciences,Low,Male,73,High,Fresher,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,Excellent,Good,0,10,3,Poor,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,Bachelors,Medical,High,Male,42,Medium,Junior,Sales Executive,High,Single,5869,23413,9,No,11,Excellent,Excellent,0,8,2,Better,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,Masters,Life Sciences,Medium,Female,42,High,Senior,Healthcare Representative,Low,Married,8008,22792,4,No,12,Excellent,Excellent,2,9,6,Better,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,Schooling,Life Sciences,Very high,Male,77,Very high,Junior,Manufacturing Director,High,Divorced,5206,4973,1,No,17,Excellent,Excellent,2,7,6,Better,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,Bachelors,Medical,Very high,Male,66,High,Junior,Manufacturing Director,Medium,Married,5295,7693,4,No,21,Outstanding,Excellent,0,7,3,Better,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,Masters,Other,Low,Female,72,High,Team Lead,Research Director,Medium,Married,16413,3498,3,No,16,Excellent,Good,2,27,2,Better,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,PhD,Life Sciences,Very high,Female,50,Medium,Senior,Research Director,Low,Divorced,13269,21981,5,No,15,Excellent,Excellent,3,19,3,Better,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,Bachelors,Medical,High,Female,31,High,Fresher,Sales Representative,High,Single,2783,13251,1,No,19,Excellent,Poor,0,2,3,Better,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,Bachelors,Life Sciences,Very high,Female,66,High,Junior,Research Scientist,Medium,Divorced,5433,19332,1,No,12,Excellent,Excellent,1,11,2,Better,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,Bachelors,Life Sciences,Low,Male,77,High,Fresher,Laboratory Technician,Medium,Single,2013,10950,2,No,11,Excellent,Excellent,0,15,4,Better,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,Schooling,Life Sciences,High,Female,41,Medium,Team Lead,Healthcare Representative,High,Married,13966,11652,2,Yes,19,Excellent,Good,1,30,3,Better,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,Masters,Medical,Very high,Female,33,Medium,Junior,Manufacturing Director,High,Married,4374,15411,0,No,15,Excellent,Excellent,0,4,6,Better,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,Intermediate,Life Sciences,Very high,Male,79,Very high,Junior,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Outstanding,Poor,1,13,3,Better,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,PhD,Medical,Medium,Female,91,High,Team Lead,Manager,High,Married,17426,18685,3,No,25,Outstanding,Excellent,1,36,6,Better,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,Intermediate,Life Sciences,High,Male,65,Medium,Team Lead,Research Director,High,Married,17603,3525,1,No,24,Outstanding,Poor,1,14,3,Better,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,Masters,Other,Very high,Male,36,High,Junior,Sales Executive,Very high,Single,4581,10414,3,Yes,24,Outstanding,Poor,0,13,2,Best,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,Bachelors,Life Sciences,Very high,Male,90,High,Junior,Research Scientist,Very high,Married,4735,9867,7,No,15,Excellent,Outstanding,2,19,4,Best,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,Bachelors,Medical,Low,Male,43,Medium,Junior,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Excellent,Good,1,10,3,Good,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,Masters,Medical,Very high,Male,93,High,Junior,Sales Executive,Very high,Divorced,5505,3921,1,No,14,Excellent,Excellent,2,6,5,Better,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,Bachelors,Medical,Very high,Male,45,High,Junior,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Excellent,Excellent,2,10,4,Good,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,Masters,Life Sciences,Low,Female,67,High,Junior,Sales Executive,Very high,Married,5476,22589,1,No,11,Excellent,Poor,2,10,2,Better,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,Bachelors,Medical,Very high,Female,74,High,Fresher,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Excellent,Good,1,17,2,Good,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,Bachelors,Medical,Very high,Female,42,Medium,Fresher,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,Good,0,4,3,Better,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,Masters,Life Sciences,Medium,Female,47,Very high,Team Lead,Manager,Medium,Divorced,15972,21086,6,No,14,Excellent,Excellent,3,29,2,Better,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,Bachelors,Life Sciences,High,Male,36,High,Team Lead,Manager,High,Single,15379,22384,4,No,14,Excellent,Poor,0,23,2,Better,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,Intermediate,Life Sciences,Very high,Male,80,High,Senior,Sales Executive,High,Single,7082,11591,3,Yes,16,Excellent,Outstanding,0,21,2,Better,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,Schooling,Life Sciences,Very high,Male,54,High,Fresher,Sales Representative,Low,Single,2728,21082,1,No,11,Excellent,Poor,0,2,3,Better,2,2,0,2
33,No,Non-Travel,530,Sales,16,Bachelors,Life Sciences,High,Female,36,High,Junior,Sales Executive,Very high,Divorced,5368,16130,1,Yes,25,Outstanding,Excellent,1,7,2,Better,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,Masters,Life Sciences,Low,Male,80,High,Junior,Healthcare Representative,High,Married,5347,7419,6,No,14,Excellent,Good,2,10,2,Good,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,Bachelors,Life Sciences,High,Female,44,High,Fresher,Human Resources,Very high,Divorced,3195,4167,4,Yes,18,Excellent,Poor,3,8,2,Better,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,Schooling,Medical,Very high,Male,93,Medium,Fresher,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Excellent,Poor,0,5,2,Better,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,Intermediate,Medical,Very high,Female,87,High,Fresher,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,Outstanding,1,7,5,Good,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,Masters,Medical,Medium,Male,48,Very high,Senior,Healthcare Representative,Very high,Married,7005,3458,3,No,15,Excellent,Excellent,0,11,2,Better,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,Intermediate,Medical,Very high,Female,95,High,Fresher,Sales Representative,High,Married,2655,11740,2,Yes,11,Excellent,Excellent,2,19,3,Better,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,Masters,Life Sciences,Very high,Male,95,High,Fresher,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,Poor,0,1,2,Better,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,Bachelors,Medical,Very high,Male,76,High,Fresher,Laboratory Technician,Very high,Single,2570,11925,1,No,20,Outstanding,Excellent,0,7,5,Better,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,Bachelors,Technical Degree,Low,Male,94,Medium,Fresher,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Excellent,Outstanding,1,8,1,Better,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,Intermediate,Medical,Medium,Male,57,Medium,Junior,Laboratory Technician,Very high,Married,3986,11912,1,No,14,Excellent,Excellent,1,15,3,Best,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,Masters,Medical,High,Male,92,Low,Senior,Healthcare Representative,Very high,Divorced,10883,20467,3,No,20,Outstanding,Excellent,1,19,2,Best,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,Bachelors,Medical,Medium,Male,79,Very high,Fresher,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Excellent,Outstanding,3,14,6,Better,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,Masters,Medical,High,Male,31,Low,Junior,Sales Executive,Very high,Divorced,9525,7677,1,No,14,Excellent,Excellent,2,6,2,Good,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,Bachelors,Life Sciences,Medium,Female,35,Medium,Fresher,Research Scientist,Very high,Married,2929,20338,1,No,12,Excellent,Good,0,10,3,Better,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,Bachelors,Life Sciences,High,Male,99,High,Fresher,Sales Representative,Very high,Divorced,2275,25103,1,Yes,21,Outstanding,Good,1,3,2,Better,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,Bachelors,Life Sciences,High,Female,96,Very high,Senior,Healthcare Representative,Very high,Married,7879,14810,1,Yes,19,Excellent,Good,1,9,2,Better,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,Masters,Medical,Low,Male,79,Medium,Fresher,Research Scientist,Very high,Single,4930,13970,0,Yes,14,Excellent,Excellent,0,6,2,Best,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,Bachelors,Medical,Very high,Male,73,High,Junior,Sales Executive,Very high,Married,7847,6069,1,Yes,17,Excellent,Poor,1,10,3,Better,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,Bachelors,Medical,High,Male,62,Very high,Fresher,Research Scientist,High,Married,4401,17616,1,No,16,Excellent,Outstanding,1,5,1,Better,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,Bachelors,Marketing,Very high,Male,35,High,Senior,Sales Executive,High,Single,9241,15869,1,No,12,Excellent,Good,0,10,3,Better,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,Masters,Medical,Very high,Female,43,High,Fresher,Laboratory Technician,High,Married,2974,25412,9,No,17,Excellent,Excellent,1,9,2,Better,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,Masters,Life Sciences,High,Female,51,High,Junior,Sales Representative,Very high,Single,4502,7439,3,No,15,Excellent,Excellent,0,17,2,Good,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,Schooling,Life Sciences,High,Male,74,Medium,Senior,Healthcare Representative,High,Married,10748,3395,3,No,23,Outstanding,Outstanding,1,25,3,Good,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,Schooling,Human Resources,Very high,Male,58,Low,Fresher,Human Resources,High,Married,1555,11585,1,No,11,Excellent,Excellent,1,1,2,Better,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,Bachelors,Life Sciences,High,Male,82,Low,Team Lead,Sales Executive,High,Married,12936,24164,7,No,11,Excellent,Excellent,0,25,3,Poor,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,Masters,Medical,Very high,Male,62,Low,Fresher,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,Excellent,3,3,3,Best,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,Intermediate,Technical Degree,Very high,Female,48,Medium,Team Lead,Research Director,Medium,Single,16704,17119,1,No,11,Excellent,Excellent,0,21,2,Better,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,Bachelors,Life Sciences,Low,Male,56,High,Fresher,Research Scientist,High,Married,3433,17360,6,No,13,Excellent,Poor,1,10,3,Good,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,Masters,Life Sciences,Medium,Male,69,High,Fresher,Laboratory Technician,High,Married,3477,18103,1,No,14,Excellent,Outstanding,1,6,2,Best,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,Bachelors,Human Resources,High,Male,60,Low,Junior,Human Resources,Medium,Married,6430,20794,6,No,19,Excellent,Good,1,10,4,Better,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,Intermediate,Life Sciences,Medium,Female,92,High,Junior,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,Excellent,Good,1,18,3,Better,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,Schooling,Medical,Medium,Male,91,High,Fresher,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,Good,3,6,2,Best,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,Masters,Life Sciences,High,Male,34,High,Junior,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,Outstanding,0,19,3,Better,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,Masters,Life Sciences,Very high,Male,49,High,Junior,Manufacturing Director,High,Married,6883,5151,2,No,16,Excellent,Good,1,17,3,Better,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,Schooling,Life Sciences,Medium,Male,33,High,Fresher,Research Scientist,Very high,Married,2862,3811,1,No,12,Excellent,Good,1,10,2,Good,10,0,0,8
47,No,Non-Travel,543,Sales,2,Masters,Marketing,High,Male,87,High,Junior,Sales Executive,Medium,Married,4978,3536,7,No,11,Excellent,Outstanding,1,4,3,Poor,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,Bachelors,Life Sciences,High,Male,74,High,Senior,Sales Executive,Very high,Divorced,10368,5596,4,Yes,12,Excellent,Good,1,13,5,Good,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,PhD,Marketing,Medium,Male,96,Medium,Junior,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,Excellent,Good,3,16,3,Better,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,Intermediate,Life Sciences,Low,Male,34,Low,Junior,Sales Executive,Medium,Single,6735,12147,6,No,15,Excellent,Good,0,10,2,Better,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,Schooling,Medical,High,Female,51,High,Fresher,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Excellent,Excellent,0,3,3,Poor,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,Schooling,Technical Degree,Very high,Female,30,High,Junior,Manufacturing Director,Very high,Single,5238,6670,2,No,20,Outstanding,Outstanding,0,9,3,Good,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,Bachelors,Life Sciences,Very high,Male,77,High,Junior,Laboratory Technician,Very high,Married,6472,8989,1,Yes,15,Excellent,Outstanding,1,9,2,Better,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,Bachelors,Life Sciences,Very high,Male,80,Low,Senior,Sales Executive,High,Married,9610,3840,3,No,13,Excellent,Excellent,1,10,2,Poor,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,Masters,Medical,Medium,Male,88,High,Manager,Manager,Medium,Single,19833,4349,1,No,14,Excellent,Good,0,21,3,Good,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,Bachelors,Life Sciences,High,Female,56,Low,Senior,Human Resources,High,Married,9756,6595,4,No,21,Outstanding,Excellent,2,9,2,Best,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,Masters,Technical Degree,Very high,Female,78,Medium,Fresher,Research Scientist,Low,Single,4968,26427,0,No,16,Excellent,Outstanding,0,10,2,Better,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,Bachelors,Medical,Low,Male,59,High,Fresher,Human Resources,Very high,Married,2145,2097,0,No,14,Excellent,Outstanding,1,3,2,Better,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,Bachelors,Human Resources,High,Female,66,Medium,Fresher,Human Resources,Very high,Divorced,2180,9732,6,No,11,Excellent,Excellent,1,6,0,Good,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,Bachelors,Technical Degree,Low,Male,51,High,Junior,Sales Executive,High,Married,8346,20943,1,No,19,Excellent,Excellent,1,6,3,Better,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,Bachelors,Medical,High,Female,67,High,Fresher,Research Scientist,Very high,Single,3445,6152,1,No,11,Excellent,Excellent,0,6,5,Good,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,Bachelors,Marketing,Medium,Female,52,Low,Fresher,Sales Representative,Medium,Single,2760,14630,1,No,13,Excellent,Excellent,0,2,3,Better,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,Bachelors,Life Sciences,Very high,Male,70,Very high,Junior,Healthcare Representative,High,Single,6294,23060,8,Yes,12,Excellent,Outstanding,0,10,5,Best,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,Intermediate,Marketing,High,Male,94,Medium,Senior,Sales Executive,Low,Divorced,7140,3088,2,No,11,Excellent,Poor,1,12,2,Better,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,Masters,Medical,Very high,Male,97,Very high,Fresher,Research Scientist,Very high,Married,2932,5586,0,Yes,14,Excellent,Poor,3,6,3,Better,5,0,1,2
33,No,Non-Travel,1283,Sales,2,Bachelors,Marketing,Very high,Female,62,High,Junior,Sales Executive,Medium,Single,5147,10697,8,No,15,Excellent,Outstanding,0,13,2,Good,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,Masters,Marketing,Very high,Female,80,High,Junior,Sales Executive,Very high,Single,4507,8191,3,No,12,Excellent,Excellent,0,8,1,Best,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,Bachelors,Life Sciences,Low,Female,74,High,Senior,Sales Executive,Low,Single,8564,10092,2,Yes,20,Outstanding,Excellent,0,11,2,Good,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,Intermediate,Medical,High,Female,75,Medium,Fresher,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Excellent,Good,1,9,4,Good,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,Masters,Marketing,Low,Male,70,High,Senior,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,Poor,3,10,2,Better,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,Bachelors,Technical Degree,Very high,Female,91,Medium,Fresher,Research Scientist,Low,Divorced,2109,10007,1,No,13,Excellent,Excellent,1,1,2,Better,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,Bachelors,Life Sciences,High,Male,58,Very high,Junior,Healthcare Representative,High,Married,5294,9128,3,No,16,Excellent,Excellent,1,10,3,Better,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,Masters,Technical Degree,Medium,Male,65,High,Fresher,Research Scientist,Medium,Single,2718,17674,2,No,14,Excellent,Good,0,12,3,Better,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,Bachelors,Medical,Medium,Male,60,Low,Junior,Healthcare Representative,Very high,Married,5811,24539,3,Yes,16,Excellent,Excellent,1,15,2,Better,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelors,Technical Degree,High,Male,38,Medium,Fresher,Research Scientist,High,Married,2437,15587,9,Yes,16,Excellent,Outstanding,1,6,4,Better,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,Bachelors,Medical,Medium,Male,57,High,Fresher,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Outstanding,Good,3,7,6,Good,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,Bachelors,Medical,High,Male,60,Medium,Manager,Research Director,Low,Married,19038,19805,8,No,12,Excellent,Good,3,34,2,Better,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,Bachelors,Technical Degree,Very high,Male,90,High,Junior,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Excellent,Outstanding,2,11,2,Good,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,Masters,Life Sciences,High,Male,94,High,Fresher,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,Good,2,5,2,Better,5,3,0,4
34,No,Non-Travel,1375,Sales,10,Bachelors,Life Sciences,Very high,Male,87,High,Junior,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Excellent,Excellent,1,15,3,Better,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,Masters,Medical,Low,Female,60,Medium,Team Lead,Manufacturing Director,High,Married,12965,22308,4,Yes,20,Outstanding,Outstanding,3,27,2,Good,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,Bachelors,Life Sciences,Medium,Male,97,High,Fresher,Human Resources,Very high,Single,3539,5033,0,No,13,Excellent,Good,0,10,5,Better,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,Intermediate,Life Sciences,Very high,Female,32,Low,Junior,Sales Executive,Very high,Single,6029,25353,5,No,12,Excellent,Poor,0,6,3,Better,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,Schooling,Marketing,Medium,Male,31,High,Fresher,Sales Representative,Medium,Single,2679,4567,1,No,13,Excellent,Good,0,1,3,Better,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,Intermediate,Other,Very high,Female,40,Medium,Fresher,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,Good,1,5,3,Better,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,Schooling,Medical,High,Female,79,High,Fresher,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,Excellent,Excellent,0,1,6,Better,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,Masters,Marketing,Low,Female,91,Medium,Junior,Sales Executive,Very high,Married,5468,13402,1,No,14,Excellent,Poor,2,13,3,Better,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,Bachelors,Technical Degree,Low,Female,53,High,Senior,Manager,High,Married,13116,22984,2,No,11,Excellent,Outstanding,0,15,2,Better,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,Intermediate,Marketing,Medium,Male,46,Medium,Junior,Sales Executive,Medium,Married,4189,8800,1,No,14,Excellent,Poor,2,5,2,Better,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,Masters,Medical,High,Male,46,High,Manager,Research Director,Very high,Divorced,19328,14218,7,Yes,17,Excellent,Excellent,1,24,3,Better,2,1,2,2
